Sample	Lachnospiraceae	Bacteroidaceae	Ruminococcaceae	Clostridiaceae	Eubacteriaceae	Porphyromonadaceae	Oscillospiraceae	Enterobacteriaceae	Rikenellaceae	Bacillaceae	Peptostreptococcaceae	Paenibacillaceae	Sutterellaceae	Lactobacillaceae	Peptococcaceae	Enterococcaceae	Streptococcaceae	Prevotellaceae	Flavobacteriaceae	Siphoviridae	Peptoniphilaceae	Myoviridae	Marinilabiliaceae	Yersiniaceae	Podoviridae	Burkholderiaceae	Staphylococcaceae	Planococcaceae	Comamonadaceae	Listeriaceae	Carnobacteriaceae	Erwiniaceae	Rhodobacteraceae	Oxalobacteraceae	Moraxellaceae	Alicyclobacillaceae	Alteromonadaceae	Leuconostocaceae	Micrococcaceae	Bradyrhizobiaceae	Methylocystaceae	Pectobacteriaceae	Synechococcaceae	Rhizobiaceae	Pseudomonadaceae	Morganellaceae	Syntrophomonadaceae	Alcaligenaceae	Aerococcaceae	Sporolactobacillaceae	Mycobacteriaceae	Microbacteriaceae	Thermoactinomycetaceae	Cyanothecaceae	Shewanellaceae	Corynebacteriaceae	Cryomorphaceae	Phyllobacteriaceae	Stigonemataceae	Pseudoalteromonadaceae	Nocardiaceae	Hyphomonadaceae	Methylobacteriaceae	Hyphomicrobiaceae	Cellvibrionaceae	Bartonellaceae	Streptomycetaceae	Debaryomycetaceae	Rhodobiaceae	Xanthobacteraceae	Cellulomonadaceae	Intrasporangiaceae	Merismopediaceae	Dermatophilaceae	Idiomarinaceae	Aurantimonadaceae	Saccharomycetaceae	Dermabacteraceae	Psychromonadaceae	Gordoniaceae	Microviridae	Beijerinckiaceae	Colwelliaceae	Brevibacteriaceae	Promicromonosporaceae	Brucellaceae	Rhodomelaceae	Blattabacteriaceae	Dermacoccaceae	Nectriaceae	Drosophilidae	Arthrodermataceae	Tectiviridae	Hypocreaceae	Hominidae	Inoviridae	Clavicipitaceae	Sordariaceae	Sarcocystidae	Chaetomiaceae	Retroviridae
PasolliE_2018_A23_01_1FE	0.112891	0.174045	0.119895	0.174865	0.029742	0.047926	0.038383	0.020702	0.029286	0.013934	0.056476	0.014787	0.001253	0.004171	0.005859	0.006178	0.000732	0.001565	0.002557	0.047493	0.002687	0.002360	0.000381	0.000501	0.064867	0.000795	0.001091	0.000548	0.003992	0.000379	0.002104	0.000392	0.000188	0.000437	0.003611	0.000527	0.001154	0.000070	0.000247	0.000178	0.000026	0.000115	0.000724	0.000208	0.000456	0.000146	0.000458	0.000263	0.002720	0.000224	0.000089	0.000192	0.000308	0.000650	0.000184	0.000186	0.000136	0.000459	0.000292	0.000067	0.000050	0.000056	0.001666	0.000027	0.000010	0.000256	0.000060	0.000029	0.000022	0.000005	0.000116	0.000016	0.000261	0.000114	0.000009	0.000001	0.000001	0.000011	0.000087	0.000010	0	0.000010	0.000013	0.000010	0.000008	0	0	0	0	0.000002	0	0	0	0	0	0	0.000001	0	0	0	0
PasolliE_2018_A24_02_1FE	0.159444	0.054824	0.194554	0.077610	0.125725	0.015448	0.016113	0.236458	0.005152	0.015631	0.008874	0.005454	0.005229	0.007162	0.002913	0.004898	0.014197	0.004649	0.002206	0.010238	0.002551	0.001172	0.000770	0.005077	0.002488	0.000998	0.001920	0.001294	0.000547	0.000600	0.001154	0.003319	0.000350	0.000569	0.000742	0.000477	0.000273	0.000159	0.000141	0.000135	0.000025	0.003656	0.000096	0.000081	0.000274	0.001529	0.000150	0.000268	0.000347	0.000414	0.000102	0.000125	0.000114	0.000042	0.000150	0.000067	0.000421	0.000059	0.000035	0.000092	0.000031	0.000113	0.000040	0.000010	0.000032	0.000015	0.000018	0.000016	0.000008	0.000008	0.000008	0.000031	0.000013	0.000005	0.000001	0.000005	0.000014	0.000004	0.000008	0.000002	0.000001	0.000019	0.000006	0.000005	0.000014	0.000003	0	0.000001	0	0.000000	0.000001	0.000001	0	0	0	0	0	0	0	0	0
PasolliE_2018_A25_01_1FE	0.276118	0.162060	0.246204	0.090842	0.081869	0.031186	0.012672	0.008509	0.004973	0.008370	0.005069	0.006569	0.006002	0.002154	0.005220	0.002647	0.001865	0.019264	0.004645	0.002607	0.001303	0.004248	0.000481	0.000522	0.000383	0.000524	0.000553	0.000662	0.000372	0.000396	0.000244	0.000140	0.000253	0.000840	0.000248	0.000579	0.001248	0.000063	0.000071	0.000337	0.000074	0.000351	0.001325	0.000189	0.000063	0.000071	0.000826	0.000077	0.000263	0.000160	0.000115	0.000138	0.000360	0.001097	0.000577	0.000048	0.000002	0.000075	0.000783	0.000018	0.000008	0.000076	0.000040	0.000095	0.000100	0.000067	0.000093	0.000113	0.000010	0.000007	0.000148	0.000027	0.000099	0.000001	0.000116	0.000063	0.000001	0.000002	0.000003	0	0	0	0.000003	0.000002	0.000001	0.000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A27_02_1FE	0.283370	0.103896	0.287420	0.111042	0.060702	0.033485	0.020969	0.003609	0.014571	0.008040	0.003736	0.005326	0.010384	0.002246	0.003408	0.001899	0.003492	0.009888	0.003242	0.001233	0.001568	0.000556	0.002031	0.000387	0.000160	0.000774	0.000402	0.000503	0.009750	0.000297	0.000565	0.000209	0.000413	0.000505	0.000288	0.000633	0.000662	0.004153	0.000125	0.000153	0.000039	0.000093	0.000286	0.000207	0.000287	0.000094	0.000210	0.000346	0.000105	0.000211	0.000072	0.000143	0.000280	0.000149	0.000111	0.000151	0.000311	0.000095	0.000108	0.000044	0.000018	0.000120	0.000016	0.000020	0.000182	0.000009	0.000032	0.000031	0.000042	0.000003	0.000004	0.000009	0.000021	0.000002	0.000004	0.000001	0.000005	0.000005	0.000004	0.000006	0.000013	0.000001	0.000009	0.000003	0.000001	0	0.000000	0	0	0.000000	0	0.000003	0	0	0	0	0	0	0	0	0
PasolliE_2018_A28_02_1FE	0.179508	0.102996	0.265541	0.111957	0.057036	0.017958	0.030428	0.080770	0.005100	0.019721	0.017066	0.013601	0.013456	0.003650	0.005129	0.003700	0.001554	0.008068	0.002328	0.011721	0.002886	0.004960	0.000790	0.002325	0.001941	0.001316	0.001113	0.001130	0.013703	0.000593	0.000890	0.001640	0.000514	0.001793	0.001122	0.001398	0.001269	0.000329	0.000198	0.000383	0.000050	0.000477	0.000166	0.000547	0.000605	0.000784	0.000526	0.000723	0.000248	0.001276	0.000147	0.000212	0.000226	0.000058	0.000167	0.000238	0.000041	0.000328	0.000084	0.000096	0.000420	0.000019	0.000199	0.000091	0.000102	0.000028	0.000120	0.000025	0.000008	0.000023	0.000014	0.000058	0.000003	0.000006	0.000013	0.000054	0.000001	0.000012	0.000021	0.000032	0	0.000041	0.000036	0.000047	0.000035	0.000001	0.000001	0.000002	0.000003	0.000002	0	0	0	0.000001	0	0	0	0	0	0	0
PasolliE_2018_A29_01_1FE	0.325009	0.074910	0.280304	0.083038	0.068183	0.015906	0.015164	0.010733	0.006187	0.015069	0.009194	0.011272	0.004192	0.003524	0.004568	0.002207	0.001831	0.000912	0.003066	0.037355	0.001844	0.008773	0.000381	0.000387	0.000710	0.001329	0.000831	0.000975	0.000308	0.000498	0.000530	0.000180	0.000506	0.000417	0.000500	0.000517	0.001008	0.000122	0.000128	0.000200	0.000224	0.000164	0.000045	0.000806	0.000330	0.000192	0.000144	0.000159	0.000199	0.000378	0.000298	0.000702	0.000423	0.000123	0.000186	0.000175	0.000024	0.000219	0.000141	0.000018	0.000187	0.000009	0.000066	0.000142	0.000638	0.000168	0.000056	0.000022	0.000036	0.000090	0.000014	0.000029	0.000005	0.000003	0.000001	0.000012	0.000001	0.000005	0.000133	0.000366	0.000156	0.000063	0.000004	0.000029	0.000013	0	0	0.000002	0.000001	0	0	0	0	0.000029	0	0	0	0	0	0	0
PasolliE_2018_A32_01_1FE	0.234641	0.100977	0.228017	0.109882	0.064580	0.059509	0.078232	0.001278	0.034484	0.011551	0.006474	0.012457	0.005297	0.004096	0.007717	0.003031	0.002263	0.004378	0.005899	0.002709	0.002133	0.000778	0.005031	0.000300	0.000171	0.000946	0.000547	0.001233	0.000308	0.000448	0.000875	0.000131	0.000437	0.000437	0.000594	0.000731	0.000487	0.000263	0.000125	0.000307	0.000394	0.000145	0.000172	0.000538	0.000299	0.000040	0.000504	0.000362	0.000277	0.000265	0.000201	0.000243	0.000318	0.000193	0.000180	0.000115	0.000592	0.000117	0.000093	0.000086	0.000134	0.000113	0.000038	0.000066	0.000054	0.000096	0.000146	0.000010	0.000045	0.000102	0.000026	0.000038	0.000025	0.000005	0.000014	0.000027	0.000004	0.000005	0.000019	0.000022	0.000029	0.000023	0.000003	0.000003	0.000008	0.000001	0.000008	0.000001	0.000001	0	0.000002	0.000003	0	0.000002	0	0	0.000035	0	0	0	0
PasolliE_2018_A34_01_1FE	0.259919	0.168644	0.194866	0.084443	0.087482	0.034793	0.009100	0.050515	0.004559	0.009161	0.004853	0.004561	0.017785	0.005804	0.002730	0.003150	0.001129	0.023208	0.003321	0.001373	0.001981	0.012949	0.000332	0.001236	0.000314	0.001254	0.000471	0.000388	0.002059	0.000222	0.000352	0.000881	0.000276	0.000528	0.000383	0.000126	0.001079	0.000126	0.000146	0.000162	0.000035	0.000824	0.000035	0.000249	0.000143	0.000367	0.000039	0.000370	0.000067	0.000095	0.000124	0.000105	0.000048	0.000037	0.000138	0.000079	0.000004	0.000089	0.000054	0.000043	0.000065	0.000109	0.000032	0.000006	0.000038	0.000002	0.000013	0.000023	0.000003	0.000004	0.000001	0.000010	0.000004	0.000006	0.000002	0.000060	0	0.000001	0.000005	0.000005	0	0.000001	0.000001	0.000001	0.000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A34_02_1FE	0.200046	0.060651	0.255086	0.132384	0.046021	0.016733	0.069642	0.013990	0.008123	0.021545	0.017382	0.016730	0.037475	0.004260	0.010427	0.004901	0.001502	0.000799	0.002956	0.008647	0.005303	0.006568	0.001926	0.001096	0.001270	0.003454	0.001297	0.001534	0.007489	0.000518	0.000749	0.000328	0.000995	0.001424	0.001419	0.000903	0.006020	0.000087	0.008997	0.001265	0.002024	0.001114	0.000734	0.001343	0.001504	0.000242	0.000655	0.000630	0.000229	0.000484	0.000126	0.000464	0.000882	0.000540	0.000360	0.000349	0.000986	0.000689	0.000242	0.000523	0.000989	0.000482	0.000246	0.000550	0.000061	0.000129	0.000054	0.000024	0.000151	0.000290	0.000059	0.000042	0.000133	0.000013	0.000031	0.000331	0.000009	0.000010	0.000104	0.000035	0.000003	0.000067	0.000017	0.000010	0.000015	0.000032	0	0.000001	0.000002	0	0.000028	0	0.000014	0.000001	0	0.000001	0.000003	0	0	0	0
PasolliE_2018_A35_01_1FE	0.111676	0.400173	0.199782	0.043711	0.047543	0.070366	0.009362	0.018449	0.009142	0.005255	0.002442	0.004191	0.013035	0.011823	0.001895	0.001626	0.000465	0.020030	0.012783	0.003799	0.001407	0.000053	0.001001	0.000769	0.000105	0.001279	0.000548	0.000559	0.000314	0.000602	0.000381	0.000389	0.000499	0.000337	0.000170	0.000137	0.000101	0.000320	0.000056	0.000061	0.000055	0.000496	0.000018	0.000641	0.000127	0.000125	0.000032	0.000257	0.000302	0.000462	0.000055	0.000016	0.000043	0.000021	0.000022	0.000170	0.000008	0.000056	0.000002	0.000046	0.000014	0.000074	0.000146	0.000002	0	0.000006	0.000001	0.000032	0.000001	0.000002	0	0.000006	0.000002	0	0	0	0.000039	0	0	0	0.000065	0.000001	0	0.000001	0.000016	0	0	0	0	0.000001	0	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A36_01_1FE	0.124992	0.139497	0.208036	0.062442	0.038607	0.047418	0.033181	0.121425	0.023418	0.011012	0.004691	0.007374	0.018388	0.005618	0.004306	0.003108	0.049213	0.008854	0.005433	0.009114	0.002545	0.041281	0.004905	0.003858	0.001534	0.001859	0.000708	0.000897	0.003969	0.000431	0.000596	0.001645	0.000488	0.000550	0.000670	0.000598	0.000803	0.000166	0.000133	0.000193	0.000064	0.000550	0.000143	0.000382	0.000208	0.000720	0.000163	0.000615	0.000159	0.000361	0.000108	0.000114	0.000459	0.000096	0.000096	0.000344	0.000449	0.000097	0.000100	0.000054	0.000102	0.000143	0.000065	0.000016	0.000016	0.000080	0.000019	0.000031	0.000013	0.000020	0.000004	0.000016	0.000017	0.000003	0.000012	0.000024	0.000007	0.000004	0.000016	0.000002	0.000041	0.000003	0.000084	0.000011	0.000001	0	0.000002	0	0.000002	0.000002	0.000001	0.000001	0	0	0	0	0	0	0	0	0
PasolliE_2018_A36_02_1FE	0.198056	0.251173	0.144682	0.060212	0.062153	0.049018	0.008486	0.061837	0.004991	0.004717	0.008067	0.002961	0.007972	0.017265	0.002118	0.002555	0.001213	0.013319	0.006402	0.001291	0.001174	0.001402	0.000439	0.002692	0.000612	0.001757	0.000335	0.000252	0.068632	0.000235	0.000515	0.001299	0.000564	0.000462	0.001194	0.000056	0.002766	0.000220	0.000127	0.000519	0.000009	0.001201	0.000062	0.000406	0.000878	0.000574	0.000078	0.001560	0.000080	0.000053	0.000088	0.000061	0.000032	0.000011	0.000082	0.000114	0.000035	0.000174	0.000096	0.000004	0.000012	0.000024	0.000149	0.000003	0.000003	0.000041	0.000015	0.000089	0.000001	0.000007	0.000008	0.000016	0	0.000002	0.000032	0.000080	0	0.000001	0.000137	0.000014	0.000005	0.000007	0.000001	0.000003	0.000005	0.000001	0	0.000005	0	0	0.000002	0	0	0	0	0	0.000001	0	0	0	0
PasolliE_2018_A39_01_1FE	0.166000	0.316683	0.147159	0.101719	0.037207	0.027036	0.041441	0.021392	0.004169	0.017979	0.011284	0.007438	0.004262	0.010107	0.006350	0.003002	0.013049	0.000811	0.002842	0.021781	0.003347	0.003723	0.000150	0.001057	0.003992	0.001100	0.004374	0.000442	0.000424	0.000203	0.002602	0.000625	0.000447	0.001130	0.001517	0.000448	0.001096	0.000139	0.000088	0.001070	0.000888	0.000250	0.000524	0.000413	0.001329	0.000256	0.000309	0.001744	0.000080	0.000345	0.000068	0.000078	0.000115	0.000313	0.000186	0.000191	0.000011	0.000361	0.000373	0.000113	0.000052	0.000463	0.000173	0.000255	0.000010	0.000499	0.000073	0.000013	0.000305	0.000056	0.000054	0.000017	0.000035	0.000031	0.000030	0.000101	0	0.000002	0.000014	0.000005	0.000001	0.000088	0.000015	0.000010	0.000004	0.000037	0	0	0.000004	0.000004	0.000001	0	0.000021	0	0	0	0.000001	0	0	0	0
PasolliE_2018_A39_04_1FE	0.022405	0.075881	0.023862	0.020957	0.006408	0.018234	0.002969	0.732555	0.001727	0.002212	0.003402	0.001091	0.002673	0.002804	0.000734	0.000510	0.000359	0.003475	0.000685	0.000776	0.000303	0.005028	0.000051	0.025572	0.000489	0.001703	0.000091	0.000219	0.000549	0.000043	0.000134	0.011650	0.000319	0.000205	0.002935	0.000062	0.001681	0.000101	0.000056	0.000101	0.000014	0.015495	0.000129	0.000024	0.000465	0.003925	0.000075	0.001446	0.000054	0.000046	0.000032	0.000010	0.000047	0.000117	0.002153	0.000165	0.000008	0.000025	0.000070	0.000105	0.000007	0.000012	0.000007	0.000003	0.000458	0.000010	0.000009	0.000013	0.000000	0.000006	0.000014	0.000002	0.000009	0.000001	0.000007	0	0.000000	0.000002	0.000001	0.000001	0	0.000001	0.000001	0.000018	0.000002	0	0.000001	0.000001	0.000000	0	0	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A40_02_1FE	0.299840	0.056390	0.152025	0.098070	0.084102	0.016914	0.018049	0.095635	0.006556	0.021119	0.008645	0.010268	0.002485	0.003786	0.006225	0.028861	0.007086	0.002738	0.002214	0.025934	0.002309	0.012618	0.001129	0.002811	0.004357	0.007467	0.002116	0.000994	0.002288	0.000426	0.000824	0.001304	0.000511	0.001104	0.000463	0.000712	0.000920	0.000142	0.000257	0.000465	0.000492	0.001520	0.000373	0.000440	0.000270	0.000824	0.000386	0.000415	0.000123	0.000405	0.000120	0.000172	0.000287	0.000380	0.000474	0.000230	0.000116	0.000321	0.000297	0.000260	0.000123	0.000332	0.000262	0.000250	0.000079	0.000175	0.000089	0.000029	0.000080	0.000090	0.000010	0.000031	0.000045	0.000003	0.000061	0.000054	0.000001	0.000005	0.000017	0.000013	0.000010	0.000085	0.000036	0.000008	0.000001	0.000037	0.000002	0.000001	0.000006	0	0.000001	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A41_01_1FE	0.155725	0.216649	0.157920	0.062515	0.052728	0.055584	0.009352	0.173918	0.005100	0.007599	0.004625	0.002975	0.031227	0.003018	0.002792	0.001598	0.000689	0.002442	0.005042	0.004831	0.002052	0.001277	0.000394	0.003919	0.000444	0.001659	0.000374	0.000543	0.014656	0.000266	0.000801	0.002600	0.000234	0.000830	0.001043	0.000154	0.003590	0.000956	0.000068	0.001051	0.000043	0.001083	0.000284	0.000441	0.000346	0.001269	0.000140	0.000697	0.000058	0.000169	0.000048	0.000203	0.000123	0.000473	0.000101	0.000058	0.000021	0.000259	0.000125	0.000234	0.000013	0.000013	0.000153	0.000018	0.000019	0.000019	0.000007	0.000014	0.000007	0.000001	0.000023	0.000006	0.000040	0.000001	0.000028	0.000192	0.000001	0.000002	0.000001	0.000001	0.000003	0	0.000014	0.000002	0.000001	0.000006	0.000001	0	0	0	0	0	0	0	0	0.000001	0	0	0	0	0
PasolliE_2018_A42_02_1FE	0.144924	0.254456	0.142747	0.209067	0.021807	0.051373	0.024035	0.003558	0.013967	0.008245	0.023807	0.006935	0.004196	0.006881	0.002918	0.002549	0.001099	0.003505	0.013701	0.032387	0.010040	0.002569	0.000767	0.000340	0.000626	0.000568	0.000521	0.001617	0.001026	0.000516	0.000733	0.000103	0.000482	0.000703	0.000446	0.000214	0.000137	0.000845	0.000258	0.000206	0.000035	0.000457	0.000217	0.000599	0.001215	0.000106	0.000186	0.000208	0.000186	0.000364	0.000193	0.000146	0.000102	0.000072	0.000093	0.000146	0.000118	0.000143	0.000032	0.000005	0.000041	0.000061	0.000058	0.000047	0.000012	0.000001	0.000010	0.000006	0.000012	0.000026	0.000008	0.000013	0	0.000039	0.000002	0	0.000043	0.000011	0.000020	0.000039	0.000002	0.000017	0.000004	0.000006	0.000009	0.000004	0	0.000001	0	0	0.000005	0	0	0.000007	0	0	0	0	0	0	0
PasolliE_2018_A43_02_1FE	0.147003	0.169969	0.219391	0.079479	0.033979	0.058190	0.045652	0.075142	0.008715	0.012022	0.008745	0.011609	0.006153	0.006595	0.005826	0.020001	0.033691	0.015717	0.005137	0.005726	0.002649	0.001226	0.000992	0.002590	0.000471	0.001175	0.001812	0.000868	0.000388	0.000410	0.000558	0.000832	0.000548	0.000625	0.001082	0.000618	0.001661	0.004198	0.000205	0.000477	0.000505	0.000566	0.000583	0.000561	0.000287	0.000456	0.000852	0.000204	0.000119	0.000153	0.000109	0.000292	0.000279	0.000508	0.000176	0.000122	0.000086	0.000321	0.000233	0.000080	0.000065	0.000141	0.000233	0.000125	0.000047	0.000032	0.000047	0.000017	0.000064	0.000066	0.000055	0.000027	0.000100	0.000003	0.000024	0.000094	0.000012	0.000007	0.000028	0.000020	0.000002	0.000029	0.000049	0.000008	0.000011	0.000026	0.000001	0.000001	0.000005	0	0.000038	0	0	0.000001	0	0	0.000001	0	0	0	0
PasolliE_2018_A44_01_1FE	0.117483	0.321390	0.216081	0.073083	0.026372	0.035575	0.025197	0.080820	0.002072	0.007693	0.030282	0.007759	0.001447	0.003533	0.003178	0.004011	0.002977	0.004020	0.001944	0.006072	0.003203	0.006038	0.000182	0.001745	0.000724	0.001091	0.000455	0.000883	0.000226	0.000214	0.000724	0.001294	0.001249	0.000253	0.002971	0.000742	0.000452	0.000243	0.000189	0.000380	0.000277	0.000354	0.000091	0.000682	0.000300	0.000639	0.000146	0.000131	0.000270	0.000116	0.000277	0.000142	0.000170	0.000107	0.000241	0.000120	0.000006	0.000187	0.000076	0.000057	0.000148	0.000098	0.000310	0.000096	0.000027	0.000047	0.000021	0.000086	0.000034	0.000041	0.000008	0.000012	0.000007	0.000074	0.000012	0.000008	0	0.000004	0.000075	0.000108	0	0.000036	0.000028	0.000007	0.000005	0.000016	0.000006	0.000001	0.000016	0	0.000020	0	0	0.000009	0	0.000003	0	0	0	0	0
PasolliE_2018_A45_02_1FE	0.235468	0.203760	0.231644	0.092109	0.058102	0.051862	0.022228	0.010039	0.011573	0.010527	0.007797	0.005431	0.006108	0.002350	0.003252	0.001633	0.000953	0.026038	0.004964	0.000693	0.001129	0.000562	0.001487	0.000266	0.000544	0.000933	0.000941	0.000743	0.000138	0.000574	0.000520	0.000164	0.000331	0.000146	0.000342	0.000259	0.000376	0.000070	0.000088	0.000152	0.000027	0.000399	0.000275	0.000203	0.000080	0.000076	0.000303	0.000143	0.000206	0.000291	0.000057	0.000097	0.000144	0.000139	0.000045	0.000038	0.000161	0.000108	0.000195	0.000065	0.000017	0.000029	0.000154	0.000007	0.000102	0.000020	0.000067	0.000030	0.000005	0.000006	0.000015	0.000019	0.000008	0.000001	0.000002	0.000032	0	0.000005	0.000010	0.000002	0.000001	0.000001	0.000006	0.000003	0.000006	0.000098	0	0	0.000002	0.000004	0	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A46_01_1FE	0.169803	0.286427	0.130316	0.130302	0.038440	0.075729	0.016200	0.005978	0.010659	0.013882	0.042268	0.006532	0.003469	0.001821	0.003592	0.002864	0.002351	0.027630	0.006931	0.005742	0.002074	0.002039	0.001792	0.000276	0.000577	0.000600	0.000775	0.001415	0.000878	0.000639	0.001047	0.000305	0.000332	0.000520	0.000572	0.000410	0.000163	0.000200	0.000356	0.000068	0.000025	0.000072	0.000173	0.000120	0.000106	0.000137	0.000207	0.000310	0.000116	0.000324	0.000074	0.000099	0.000237	0.000424	0.000087	0.000086	0.000128	0.000056	0.000165	0.000045	0.000060	0.000080	0.000340	0.000025	0.000199	0.000066	0.000010	0.000048	0.000021	0.000003	0.000048	0.000012	0.000029	0.000006	0.000005	0	0	0.000008	0.000014	0.000029	0.000001	0.000003	0.000007	0.000002	0.000007	0.000008	0	0.000001	0	0	0	0.000001	0	0.000002	0	0	0	0	0	0	0
PasolliE_2018_A46_02_1FE	0.247058	0.053760	0.235023	0.102822	0.070415	0.025778	0.060703	0.047928	0.016713	0.014858	0.007347	0.010654	0.012343	0.017097	0.006275	0.004787	0.001184	0.001676	0.003192	0.003426	0.002186	0.002888	0.003089	0.001487	0.003806	0.001496	0.001039	0.001104	0.023811	0.000357	0.000589	0.002094	0.000616	0.000876	0.001094	0.000469	0.001710	0.000094	0.000149	0.000491	0.000081	0.000814	0.000176	0.000670	0.000271	0.000629	0.000356	0.000739	0.000188	0.000280	0.000087	0.000312	0.000224	0.000139	0.000277	0.000136	0.000383	0.000257	0.000098	0.000196	0.000083	0.000028	0.000206	0.000026	0.000071	0.000037	0.000092	0.000032	0.000014	0.000012	0.000043	0.000021	0.000042	0.000003	0.000058	0.000101	0.000001	0.000008	0.000015	0.000013	0.000016	0.000010	0.000240	0.000005	0.000014	0.000003	0.000002	0.000002	0	0.000003	0.000001	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A47_01_1FE	0.185375	0.109467	0.094800	0.104161	0.044529	0.022720	0.006266	0.182463	0.007214	0.016336	0.010405	0.007558	0.044115	0.013424	0.010047	0.001611	0.002351	0.009595	0.009763	0.006241	0.002391	0.013756	0.000589	0.008043	0.002322	0.005050	0.000761	0.001044	0.001450	0.001208	0.000272	0.003636	0.000644	0.004052	0.003928	0.003017	0.014775	0.000137	0.000099	0.002602	0.002741	0.002836	0.002527	0.001630	0.001193	0.001816	0.001205	0.001813	0.000209	0.000277	0.000030	0.000090	0.000397	0.002685	0.008819	0.000940	0.000063	0.001151	0.001562	0.002871	0.000010	0.000434	0.000221	0.000615	0.001131	0.000212	0.000171	0.000270	0.000235	0.000303	0.000252	0.000005	0.000143	0.000001	0.001802	0.000863	0.000004	0.000010	0.000100	0.000022	0.000001	0.000048	0.000007	0.000002	0	0.000013	0	0	0.000002	0	0.000052	0	0	0	0	0	0	0	0	0	0
PasolliE_2018_A47_02_1FE	0.064903	0.036652	0.067151	0.034812	0.016210	0.008417	0.009661	0.661360	0.002340	0.007639	0.003602	0.004863	0.002054	0.001453	0.003985	0.002913	0.012058	0.000823	0.002674	0.003021	0.001119	0.004881	0.000594	0.014210	0.002915	0.002911	0.000481	0.000456	0.001870	0.000255	0.000204	0.007849	0.000318	0.000317	0.000427	0.000326	0.001917	0.000115	0.000064	0.000108	0.000067	0.003584	0.000951	0.000189	0.000284	0.003625	0.000143	0.000236	0.000043	0.000306	0.000090	0.000069	0.000285	0.000407	0.000110	0.000061	0.000159	0.000087	0.000323	0.000310	0.000082	0.000029	0.000052	0.000007	0.000015	0.000223	0.000073	0.000029	0.000010	0.000015	0.000004	0.000082	0.000025	0.000009	0.000025	0.000014	0.000000	0.000001	0.000009	0.000008	0.000001	0.000005	0.000007	0.000018	0.000002	0	0	0	0	0	0	0	0	0.000001	0	0	0	0	0	0	0
PasolliE_2018_A48_01_1FE	0.171201	0.104115	0.235816	0.077472	0.072987	0.042761	0.025827	0.018217	0.024623	0.010867	0.005502	0.006183	0.005853	0.006092	0.004177	0.061252	0.064402	0.008875	0.003767	0.001340	0.001799	0.027148	0.004152	0.000945	0.000063	0.000689	0.000774	0.000625	0.000137	0.001079	0.000683	0.000277	0.000440	0.000780	0.001956	0.000310	0.000754	0.000344	0.000274	0.000187	0.000043	0.000382	0.000280	0.000309	0.000097	0.000171	0.000227	0.000480	0.000169	0.000235	0.000039	0.000142	0.000219	0.000331	0.000374	0.000082	0.000578	0.000110	0.000113	0.000158	0.000119	0.000021	0.000013	0.000007	0.000062	0.000099	0.000013	0.000015	0.000009	0.000004	0.000011	0.000016	0.000057	0.000005	0.000050	0.000101	0.000005	0.000008	0.000011	0.000002	0	0.000001	0.000002	0.000008	0.000003	0	0.000001	0	0.000001	0	0	0.000074	0	0	0	0	0	0	0	0.000001	0
PasolliE_2018_A48_05_1FE	0.075133	0.052541	0.065122	0.032139	0.030828	0.012076	0.006052	0.596598	0.003184	0.010083	0.001896	0.004192	0.023696	0.002165	0.004490	0.001811	0.000535	0.018121	0.002027	0.001397	0.001399	0.002039	0.000316	0.013044	0.003753	0.001995	0.000591	0.000805	0.000617	0.000335	0.000340	0.007385	0.000471	0.001598	0.000992	0.000356	0.002658	0.000126	0.000051	0.000781	0.000312	0.002611	0.000912	0.000431	0.001494	0.003877	0.000403	0.001308	0.000117	0.000305	0.000043	0.000088	0.000350	0.000896	0.000319	0.000366	0.000077	0.000165	0.000426	0.000134	0.000039	0.000192	0.000110	0.000124	0.000403	0.000035	0.000026	0.000005	0.000058	0.000045	0.000061	0.000038	0.000141	0.000005	0.000043	0.000085	0.000010	0.000005	0.000028	0.000017	0.000030	0.000041	0.000021	0.000019	0.000001	0.000018	0.000020	0	0	0	0.000001	0.000006	0	0	0	0	0.000000	0	0	0	0
