Sample	Lachnospiraceae	Bacteroidaceae	Ruminococcaceae	Clostridiaceae	Eubacteriaceae	Porphyromonadaceae	Oscillospiraceae	Enterobacteriaceae	Rikenellaceae	Bacillaceae	Peptostreptococcaceae	Paenibacillaceae	Sutterellaceae	Lactobacillaceae	Peptococcaceae	Enterococcaceae	Streptococcaceae	Prevotellaceae	Flavobacteriaceae	Siphoviridae	Peptoniphilaceae	Myoviridae	Marinilabiliaceae	Yersiniaceae	Podoviridae	Burkholderiaceae	Staphylococcaceae	Planococcaceae	Comamonadaceae	Listeriaceae	Carnobacteriaceae	Erwiniaceae	Rhodobacteraceae	Oxalobacteraceae	Moraxellaceae	Alicyclobacillaceae	Alteromonadaceae	Leuconostocaceae	Micrococcaceae	Bradyrhizobiaceae	Methylocystaceae	Pectobacteriaceae	Synechococcaceae	Rhizobiaceae	Pseudomonadaceae	Morganellaceae	Syntrophomonadaceae	Alcaligenaceae	Aerococcaceae	Sporolactobacillaceae	Mycobacteriaceae	Microbacteriaceae	Thermoactinomycetaceae	Cyanothecaceae	Shewanellaceae	Corynebacteriaceae	Cryomorphaceae	Phyllobacteriaceae	Stigonemataceae	Pseudoalteromonadaceae	Nocardiaceae	Hyphomonadaceae	Methylobacteriaceae	Hyphomicrobiaceae	Cellvibrionaceae	Bartonellaceae	Streptomycetaceae	Debaryomycetaceae	Rhodobiaceae	Xanthobacteraceae	Cellulomonadaceae	Intrasporangiaceae	Merismopediaceae	Dermatophilaceae	Idiomarinaceae	Aurantimonadaceae	Saccharomycetaceae	Dermabacteraceae	Psychromonadaceae	Gordoniaceae	Microviridae	Beijerinckiaceae	Colwelliaceae	Brevibacteriaceae	Promicromonosporaceae	Brucellaceae	Rhodomelaceae	Blattabacteriaceae	Dermacoccaceae	Nectriaceae	Drosophilidae	Arthrodermataceae	Tectiviridae	Hypocreaceae	Hominidae	Inoviridae	Clavicipitaceae	Sordariaceae	Sarcocystidae	Chaetomiaceae	Retroviridae
SchirmerM_2016_G89093	0.263218	0.124760	0.213519	0.109791	0.076574	0.046819	0.071508	0.001138	0.035852	0.008330	0.012907	0.006942	0.005637	0.004997	0.004378	0.001654	0.001467	0.000687	0.001235	0.000403	0.001090	0.000279	0.000236	0.000081	0.000117	0.000716	0.000820	0.000457	0.000113	0.000358	0.000271	0.000061	0.000418	0.000534	0.000072	0.000259	0.000062	0.000102	0.000217	0.000074	0.000051	0.000029	0.000091	0.000090	0.000027	0.000022	0.000143	0.000155	0.000162	0.000114	0.000140	0.000100	0.000099	0.000042	0.000019	0.000060	0.000020	0.000084	0.000008	0.000019	0.000047	0.000048	0.000018	0.000011	0.000021	0.000012	0.000039	0.000028	0.000020	0.000009	0.000017	0.000015	0.000001	0.000004	0.000003	0.000003	0.000046	0.000003	0.000002	0.000004	0.000001	0.000004	0.000001	0.000006	0.000006	0.000003	0	0.000001	0.000001	0.000001	0.000001	0	0	0	0.000000	0	0	0	0	0	0
SchirmerM_2016_G89094	0.276835	0.211877	0.256341	0.061042	0.080751	0.043113	0.017076	0.000791	0.008623	0.004781	0.003036	0.004545	0.006469	0.003772	0.002120	0.005437	0.001005	0.002243	0.002985	0.000277	0.001259	0.000157	0.000605	0.000531	0.000007	0.000279	0.000367	0.000247	0.000032	0.000255	0.000191	0.000023	0.000701	0.000077	0.000080	0.000082	0.000052	0.000073	0.000341	0.000020	0.000030	0.000009	0.000142	0.000083	0.000041	0.000019	0.000040	0.000025	0.000073	0.000022	0.000175	0.000141	0.000043	0.000035	0.000007	0.000073	0.000016	0.000015	0.000005	0.000002	0.000039	0.000006	0.000209	0.000011	0.000000	0.000022	0.000036	0.000100	0.000002	0.000016	0.000008	0.000002	0.000002	0.000003	0.000003	0.000001	0	0.000004	0.000003	0.000001	0.000011	0.000000	0.000000	0.000005	0.000013	0	0	0.000001	0.000001	0.000002	0	0	0	0	0.000001	0	0	0	0	0	0
SchirmerM_2016_G89095	0.254227	0.179669	0.286296	0.078915	0.063863	0.044876	0.024370	0.000995	0.027233	0.006579	0.004456	0.005867	0.002539	0.002077	0.003093	0.002011	0.003404	0.000903	0.001264	0.000233	0.001073	0.000131	0.000337	0.000066	0.000033	0.000312	0.000573	0.000429	0.000069	0.000406	0.000325	0.000039	0.000311	0.000110	0.000113	0.000334	0.000099	0.000225	0.000129	0.000058	0.000116	0.000022	0.000117	0.000082	0.000037	0.000030	0.000094	0.000133	0.000146	0.000099	0.000103	0.000138	0.000110	0.000050	0.000037	0.000052	0.000019	0.000063	0.000125	0.000016	0.000035	0.000028	0.000009	0.000012	0.000109	0.000047	0.000018	0.000012	0.000018	0.000002	0.000006	0.000005	0.000002	0.000004	0.000004	0.000004	0.000007	0.000007	0.000002	0.000004	0.000005	0.000002	0.000005	0.000003	0.000003	0	0.000011	0	0.000001	0.000002	0	0.000004	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89096	0.366110	0.053630	0.227431	0.096827	0.083052	0.013331	0.090027	0.001045	0.009378	0.007597	0.005407	0.007873	0.001787	0.011882	0.005454	0.003104	0.002998	0.001801	0.001918	0.000638	0.001919	0.000458	0.000159	0.000036	0.000100	0.000309	0.000459	0.000388	0.000118	0.000970	0.000378	0.000021	0.000363	0.000157	0.000146	0.000283	0.000113	0.000138	0.000191	0.000056	0.000040	0.000036	0.000063	0.000152	0.000074	0.000007	0.000175	0.000064	0.000185	0.000072	0.000157	0.000095	0.000098	0.000048	0.000025	0.000089	0.000019	0.000078	0.000038	0.000032	0.000081	0.000047	0.000008	0.000006	0.000077	0.000006	0.000021	0.000049	0.000006	0.000006	0.000009	0.000011	0.000005	0.000003	0.000002	0.000001	0.000014	0.000004	0.000005	0.000012	0.000001	0.000001	0.000001	0.000007	0.000005	0.000000	0	0.000010	0.000000	0	0.000001	0.000003	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89100	0.303062	0.165273	0.258682	0.060433	0.089956	0.032708	0.025465	0.000936	0.020869	0.004207	0.004738	0.005131	0.004502	0.003273	0.002682	0.002106	0.002721	0.001334	0.003181	0.000200	0.001271	0.000116	0.000406	0.000025	0.000007	0.000424	0.000357	0.000254	0.000039	0.000265	0.000362	0.000017	0.000668	0.000193	0.000034	0.000106	0.000031	0.000151	0.002246	0.000042	0.000030	0.000005	0.000095	0.000095	0.000082	0.000009	0.000115	0.000053	0.000096	0.000044	0.000187	0.000164	0.000072	0.000021	0.000010	0.000128	0.000020	0.000033	0.000006	0.000000	0.000119	0.000010	0.000004	0.000018	0.000005	0.000004	0.000008	0.000030	0.000003	0.000005	0.000016	0.000007	0.000001	0.000003	0.000000	0	0.000001	0.000006	0	0.000008	0	0.000003	0.000000	0.000007	0.000002	0.000000	0	0.000000	0	0.000000	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89101	0.196504	0.243667	0.184482	0.066855	0.049528	0.135524	0.047548	0.009607	0.024850	0.005893	0.003308	0.006042	0.002726	0.001486	0.003971	0.001511	0.001782	0.001530	0.001593	0.000242	0.000864	0.000313	0.001011	0.000367	0.000194	0.000695	0.000296	0.000440	0.000920	0.000580	0.000276	0.000169	0.000367	0.000948	0.000132	0.000306	0.000208	0.000068	0.000139	0.000094	0.000354	0.000091	0.000039	0.000329	0.000063	0.000171	0.000143	0.000146	0.000140	0.000049	0.000078	0.000086	0.000078	0.000051	0.000086	0.000052	0.000048	0.000115	0.000012	0.000022	0.000088	0.000070	0.000034	0.000187	0.000044	0.000043	0.000021	0.000019	0.000036	0.000014	0.000006	0.000032	0.000004	0.000001	0.000004	0.000001	0.000000	0.000001	0.000013	0.000001	0.000148	0.000010	0.000002	0.000004	0.000014	0.000000	0	0.000007	0.000001	0.000001	0	0	0	0.000005	0.000001	0	0	0	0	0	0
SchirmerM_2016_G89106	0.218118	0.357232	0.174167	0.042442	0.063934	0.086330	0.012964	0.001548	0.016018	0.003780	0.003186	0.003569	0.002517	0.001911	0.001824	0.001037	0.001104	0.001723	0.001664	0.000529	0.000535	0.000206	0.000409	0.000056	0.000024	0.000200	0.000147	0.000171	0.000079	0.000170	0.000178	0.000037	0.000447	0.000165	0.000165	0.000092	0.000014	0.000114	0.000047	0.000032	0.000017	0.000018	0.000014	0.000040	0.000036	0.000047	0.000054	0.000018	0.000061	0.000063	0.000051	0.000038	0.000036	0.000033	0.000005	0.000104	0.000002	0.000014	0.000324	0.000004	0.000017	0.000009	0.000019	0.000006	0.000022	0.000002	0.000007	0.000009	0.000002	0.000003	0.000003	0.000007	0.000018	0.000003	0.000002	0	0	0.000000	0	0.000003	0.000002	0.000001	0	0.000001	0.000001	0	0	0	0	0	0	0	0	0	0.000000	0	0	0	0	0	0
SchirmerM_2016_G89107	0.253903	0.169377	0.268926	0.076044	0.067914	0.030937	0.041399	0.001293	0.036065	0.005171	0.014764	0.004783	0.003730	0.006012	0.003244	0.002038	0.002513	0.001298	0.002214	0.000331	0.000991	0.000135	0.000264	0.000055	0.000024	0.000551	0.000250	0.000231	0.000057	0.000346	0.000307	0.000045	0.000758	0.000566	0.000148	0.000194	0.000161	0.000096	0.000482	0.000116	0.000031	0.000012	0.000164	0.000289	0.000222	0.000025	0.000087	0.000057	0.000061	0.000037	0.000244	0.000133	0.000053	0.000013	0.000023	0.000069	0.000003	0.000040	0.000074	0.000018	0.000086	0.000077	0.000097	0.000005	0.000023	0.000035	0.000102	0.000042	0.000017	0.000025	0.000015	0.000009	0.000001	0.000012	0.000001	0.000015	0.000001	0.000005	0	0.000004	0.000000	0.000002	0.000003	0.000019	0.000013	0.000002	0.000001	0	0.000001	0	0	0	0	0	0.000002	0	0	0	0	0	0
SchirmerM_2016_G89109	0.223177	0.214115	0.262078	0.068856	0.070625	0.060005	0.034286	0.000604	0.031247	0.005097	0.004322	0.004762	0.004124	0.001383	0.002868	0.001380	0.001281	0.001164	0.001403	0.000328	0.000882	0.000148	0.000438	0.000040	0.000013	0.000808	0.000335	0.000321	0.000081	0.000262	0.000216	0.000064	0.000313	0.000714	0.000115	0.000183	0.000068	0.000152	0.000173	0.000028	0.000046	0.000013	0.000076	0.000112	0.000071	0.000021	0.000081	0.000124	0.000105	0.000084	0.000118	0.000121	0.000069	0.000012	0.000011	0.000037	0.000026	0.000048	0.000019	0.000026	0.000052	0.000053	0.000022	0.000008	0.000024	0.000004	0.000016	0.000016	0.000010	0.000014	0.000004	0.000002	0.000002	0.000003	0.000051	0.000004	0	0.000004	0.000001	0.000004	0.000006	0.000002	0.000002	0.000004	0.000004	0.000002	0.000006	0	0.000001	0.000001	0	0	0	0	0.000000	0	0	0	0	0	0
SchirmerM_2016_G89112	0.247614	0.252019	0.216115	0.061005	0.111701	0.035500	0.023708	0.000825	0.017820	0.003657	0.009040	0.003759	0.003706	0.001988	0.002228	0.001393	0.001262	0.000486	0.001002	0.000212	0.000974	0.000361	0.000194	0.000032	0.000045	0.000295	0.000265	0.000252	0.000029	0.000372	0.000187	0.000058	0.000231	0.000046	0.000110	0.000084	0.000043	0.000118	0.000132	0.000023	0.000026	0.000028	0.000045	0.000040	0.000097	0.000013	0.000110	0.000018	0.000045	0.000033	0.000119	0.000088	0.000036	0.000019	0.000028	0.000039	0.000028	0.000041	0.000003	0.000007	0.000106	0.000007	0.000007	0.000009	0.000007	0.000009	0.000009	0.000020	0.000002	0.000005	0.000006	0.000006	0.000004	0.000000	0.000003	0.000001	0.000000	0.000001	0.000009	0.000021	0.000000	0.000002	0	0.000004	0.000003	0.000000	0.000000	0.000001	0.000001	0.000002	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89113	0.262926	0.174868	0.265308	0.073901	0.091120	0.042818	0.027447	0.000643	0.015358	0.009264	0.007840	0.005790	0.002842	0.002880	0.003064	0.001851	0.001786	0.000693	0.001133	0.000271	0.001280	0.000145	0.000534	0.000059	0.000110	0.000324	0.000714	0.000613	0.000085	0.000426	0.000383	0.000027	0.000292	0.000344	0.000152	0.000157	0.000054	0.000147	0.000259	0.000070	0.000029	0.000034	0.000112	0.000150	0.000038	0.000051	0.000116	0.000176	0.000201	0.000195	0.000158	0.000087	0.000098	0.000038	0.000019	0.000117	0.000012	0.000039	0.000024	0.000011	0.000062	0.000022	0.000005	0.000038	0.000005	0.000004	0.000007	0.000021	0.000002	0.000015	0.000010	0.000015	0.000007	0.000004	0.000004	0	0.000005	0.000004	0.000003	0.000003	0.000057	0.000002	0.000006	0.000004	0.000003	0.000001	0.000000	0.000001	0	0.000002	0	0	0.000009	0	0	0	0	0	0	0	0
SchirmerM_2016_G89114	0.419633	0.028128	0.326283	0.065792	0.070233	0.012622	0.018791	0.001480	0.005623	0.003726	0.006142	0.004785	0.001734	0.009153	0.003295	0.002602	0.010864	0.000204	0.000602	0.000592	0.001559	0.000177	0.000180	0.000107	0.000140	0.000294	0.000334	0.000171	0.000073	0.000198	0.000635	0.000030	0.000382	0.000152	0.000063	0.000163	0.000031	0.000158	0.000917	0.000073	0.000042	0.000027	0.000079	0.000068	0.000040	0.000014	0.000155	0.000054	0.000166	0.000189	0.000219	0.000182	0.000051	0.000011	0.000024	0.000083	0.000015	0.000020	0.000007	0.000012	0.000061	0.000009	0.000001	0.000008	0.000007	0.000002	0.000017	0.000057	0.000009	0.000045	0.000010	0.000038	0.000001	0.000016	0.000009	0.000003	0.000002	0.000020	0.000002	0.000007	0.000002	0.000001	0.000003	0.000025	0.000052	0.000001	0	0.000000	0.000007	0.000000	0	0	0	0	0.000000	0	0.000002	0	0	0	0
SchirmerM_2016_G89117	0.277699	0.106177	0.315199	0.077252	0.096238	0.033655	0.034154	0.002638	0.014345	0.005087	0.011204	0.006396	0.003253	0.002226	0.002844	0.001492	0.001933	0.000453	0.000651	0.000316	0.000967	0.000169	0.000296	0.000093	0.000023	0.000380	0.000432	0.000207	0.000056	0.000417	0.000305	0.000045	0.000507	0.000110	0.000075	0.000178	0.000057	0.000318	0.000377	0.000045	0.000034	0.000068	0.000187	0.000129	0.000108	0.000037	0.000084	0.000041	0.000107	0.000049	0.000244	0.000126	0.000089	0.000019	0.000019	0.000079	0.000041	0.000037	0.000007	0.000005	0.000065	0.000007	0.000004	0.000027	0.000010	0.000006	0.000020	0.000019	0.000008	0.000002	0.000008	0.000002	0.000003	0.000007	0.000001	0	0	0.000003	0.000002	0.000004	0.000007	0.000001	0.000001	0.000014	0.000001	0.000000	0	0	0.000000	0.000001	0	0	0	0	0.000001	0	0.000001	0	0	0	0
SchirmerM_2016_G89118	0.245042	0.139102	0.310766	0.077768	0.097296	0.029891	0.035790	0.001196	0.020916	0.007148	0.006260	0.006784	0.002340	0.002151	0.003587	0.002117	0.001708	0.000293	0.001186	0.000327	0.001000	0.000870	0.000239	0.000243	0.000116	0.000544	0.000490	0.000438	0.000049	0.000623	0.000348	0.000027	0.000321	0.000228	0.000095	0.000290	0.000107	0.000191	0.000206	0.000080	0.000045	0.000044	0.000090	0.000186	0.000065	0.000015	0.000175	0.000046	0.000160	0.000067	0.000181	0.000176	0.000076	0.000021	0.000053	0.000083	0.000008	0.000028	0.000013	0.000012	0.000038	0.000031	0.000009	0.000013	0.000023	0.000007	0.000007	0.000011	0.000004	0.000009	0.000016	0.000034	0.000007	0.000007	0.000002	0.000001	0.000019	0.000002	0.000003	0.000004	0.000000	0.000002	0.000004	0.000005	0.000016	0	0.000001	0.000001	0.000001	0	0	0	0.000001	0	0	0	0	0	0	0	0
SchirmerM_2016_G89120	0.282174	0.211474	0.242543	0.066596	0.062376	0.051333	0.025382	0.000986	0.015946	0.004085	0.009421	0.004380	0.003772	0.002255	0.002135	0.002275	0.001696	0.001268	0.003122	0.000199	0.000889	0.000460	0.000318	0.000034	0.000039	0.000374	0.000488	0.000231	0.000044	0.000224	0.000287	0.000023	0.000568	0.000224	0.000127	0.000137	0.000072	0.000322	0.000224	0.000065	0.000028	0.000012	0.000079	0.000039	0.000121	0.000014	0.000105	0.000025	0.000066	0.000040	0.000150	0.000151	0.000044	0.000026	0.000053	0.000049	0.000013	0.000038	0.000009	0.000003	0.000041	0.000024	0.000099	0.000010	0.000004	0.000012	0.000048	0.000053	0.000005	0.000006	0.000007	0.000016	0.000001	0.000002	0.000000	0.000002	0	0.000002	0.000001	0.000010	0.000008	0.000002	0	0.000003	0.000005	0	0.000001	0.000001	0	0.000001	0	0.000000	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89121	0.309381	0.111401	0.300114	0.088189	0.100115	0.016362	0.015400	0.001654	0.013996	0.004542	0.010055	0.006532	0.002027	0.003559	0.002788	0.002775	0.004726	0.000217	0.000547	0.000452	0.000744	0.000125	0.000126	0.000031	0.000021	0.000513	0.000363	0.000180	0.000017	0.000521	0.000165	0.000030	0.000322	0.000071	0.000065	0.000148	0.000037	0.000310	0.000144	0.000018	0.000025	0.000010	0.000032	0.000119	0.000034	0.000021	0.000061	0.000115	0.000071	0.000053	0.000141	0.000099	0.000024	0.000011	0.000025	0.000030	0.000013	0.000025	0.000074	0.000002	0.000029	0.000029	0.000014	0.000007	0.000069	0.000001	0.000010	0.000020	0.000003	0.000009	0.000012	0.000005	0.000001	0.000001	0.000002	0.000004	0.000001	0.000001	0.000002	0.000004	0	0.000000	0.000001	0.000001	0	0	0.000002	0.000001	0	0.000001	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89122	0.243947	0.198561	0.248980	0.072574	0.088647	0.031229	0.039611	0.001496	0.018789	0.004475	0.007755	0.005842	0.003479	0.001733	0.002759	0.001170	0.001522	0.018560	0.001250	0.000302	0.000820	0.000217	0.000541	0.000039	0.000006	0.000423	0.000332	0.000287	0.000066	0.000501	0.000195	0.000026	0.000319	0.000824	0.000221	0.000225	0.000074	0.000196	0.000169	0.000089	0.000031	0.000015	0.000085	0.000151	0.000071	0.000016	0.000111	0.000062	0.000131	0.000053	0.000138	0.000159	0.000101	0.000022	0.000045	0.000047	0.000099	0.000043	0.000014	0.000002	0.000029	0.000009	0.000006	0.000004	0.000030	0.000145	0.000026	0.000021	0.000012	0.000004	0.000011	0.000006	0.000003	0.000006	0.000007	0.000000	0	0.000002	0.000001	0.000005	0.000013	0.000001	0.000000	0.000003	0.000001	0.000000	0.000000	0	0.000001	0.000005	0	0.000001	0	0	0.000000	0	0	0	0	0	0
SchirmerM_2016_G89123	0.384462	0.028646	0.316211	0.075271	0.089931	0.011750	0.043199	0.000761	0.015792	0.005031	0.003029	0.007435	0.002220	0.001998	0.003505	0.001957	0.001129	0.000182	0.000803	0.000384	0.000796	0.000749	0.000064	0.000036	0.000061	0.000609	0.000276	0.000227	0.000072	0.000321	0.000235	0.000011	0.000469	0.000122	0.000074	0.000188	0.000121	0.000102	0.000228	0.000059	0.000038	0.000009	0.000073	0.000077	0.000024	0.000002	0.000080	0.000029	0.000082	0.000076	0.000171	0.000220	0.000056	0.000024	0.000019	0.000177	0.000005	0.000033	0.000017	0.000005	0.000033	0.000038	0.000011	0.000014	0.000013	0.000003	0.000037	0.000041	0.000000	0.000025	0.000006	0.000005	0.000001	0.000002	0.000004	0.000001	0.000001	0.000007	0	0.000012	0.000001	0.000000	0.000000	0.000003	0.000003	0.000001	0	0	0.000003	0	0	0.000000	0.000002	0	0.000000	0	0	0	0	0	0
SchirmerM_2016_G89124	0.276641	0.064467	0.280432	0.078745	0.066119	0.038692	0.092449	0.000771	0.046137	0.013305	0.005513	0.008072	0.003630	0.002263	0.004702	0.002220	0.002150	0.000414	0.002535	0.000429	0.001345	0.000261	0.000265	0.000068	0.000040	0.000556	0.000877	0.000836	0.000118	0.000503	0.000341	0.000050	0.000568	0.000427	0.000139	0.000336	0.000118	0.000129	0.000389	0.000061	0.000037	0.000018	0.000237	0.000102	0.000108	0.000014	0.000202	0.000151	0.000179	0.000220	0.000324	0.000326	0.000102	0.000212	0.000023	0.000115	0.000058	0.000038	0.000023	0.000009	0.000044	0.000062	0.000007	0.000030	0.000016	0.000003	0.000037	0.000020	0.000025	0.000002	0.000052	0.000006	0.000004	0.000014	0.000004	0.000001	0.000003	0.000004	0.000008	0.000001	0	0.000002	0.000004	0.000011	0.000014	0.000003	0	0.000001	0.000001	0	0	0.000007	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89126	0.251027	0.196873	0.268803	0.054112	0.064803	0.037388	0.052597	0.000894	0.012230	0.003756	0.004364	0.005510	0.005873	0.023417	0.002499	0.001965	0.001040	0.001808	0.002025	0.000801	0.001133	0.000335	0.000186	0.000038	0.000018	0.000490	0.000361	0.000225	0.000063	0.000223	0.000283	0.000035	0.000975	0.000114	0.000066	0.000147	0.000045	0.000233	0.000792	0.000079	0.000030	0.000004	0.000327	0.000121	0.000201	0.000023	0.000050	0.000133	0.000071	0.000037	0.000571	0.000115	0.000046	0.000003	0.000024	0.000096	0.000006	0.000032	0.000008	0.000008	0.000133	0.000036	0.000059	0.000011	0.000009	0.000043	0.000012	0.000024	0.000005	0.000036	0.000034	0.000007	0.000003	0.000021	0.000001	0.000001	0	0.000011	0.000001	0.000007	0	0	0.000001	0.000012	0.000002	0	0	0	0	0.000002	0	0	0	0	0	0	0	0	0.000001	0	0
SchirmerM_2016_G89127	0.298287	0.148936	0.294236	0.077308	0.083894	0.021179	0.030318	0.000638	0.009992	0.005021	0.007800	0.005800	0.002134	0.001800	0.002918	0.001873	0.001245	0.000281	0.000581	0.000606	0.000969	0.000310	0.000151	0.000036	0.000018	0.000660	0.000213	0.000216	0.000025	0.000250	0.000214	0.000032	0.000257	0.000061	0.000163	0.000113	0.000061	0.000086	0.000130	0.000036	0.000025	0.000015	0.000044	0.000037	0.000021	0.000015	0.000085	0.000020	0.000073	0.000032	0.000137	0.000114	0.000072	0.000021	0.000037	0.000062	0.000004	0.000043	0.000029	0.000007	0.000031	0.000012	0.000012	0.000012	0.000021	0.000003	0.000096	0.000011	0.000002	0.000005	0.000007	0.000019	0.000003	0.000003	0.000002	0.000000	0.000004	0.000000	0.000001	0.000005	0	0	0	0.000004	0.000003	0	0	0	0	0	0.000001	0	0	0	0.000001	0	0	0	0	0	0
SchirmerM_2016_G89128	0.309932	0.146427	0.208612	0.078241	0.108444	0.056689	0.011352	0.000682	0.021183	0.006361	0.005555	0.004790	0.002279	0.001798	0.002768	0.011044	0.001398	0.013872	0.002161	0.000382	0.001292	0.000175	0.000194	0.000027	0.000025	0.000724	0.000390	0.000297	0.000041	0.000298	0.000290	0.000031	0.000346	0.000054	0.000129	0.000130	0.000059	0.000209	0.000106	0.000030	0.000024	0.000019	0.000077	0.000059	0.000016	0.000017	0.000092	0.000022	0.000043	0.000047	0.000093	0.000055	0.000068	0.000065	0.000028	0.000038	0.000010	0.000014	0.000022	0.000026	0.000116	0.000037	0.000043	0.000004	0.000007	0.000006	0.000017	0.000053	0.000001	0.000002	0.000007	0.000009	0.000004	0.000001	0.000003	0	0.000009	0.000001	0.000001	0.000001	0.000005	0.000001	0.000001	0.000004	0.000016	0	0	0	0	0	0	0.000001	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89129	0.348623	0.135406	0.212959	0.079565	0.097520	0.032854	0.025551	0.001285	0.031428	0.004684	0.003395	0.005633	0.002812	0.001855	0.003689	0.002030	0.001478	0.000565	0.001195	0.000327	0.000850	0.000733	0.000200	0.000146	0.000146	0.000514	0.000244	0.000192	0.000052	0.000230	0.000184	0.000047	0.000386	0.000606	0.000133	0.000103	0.000092	0.000142	0.000184	0.000234	0.000150	0.000026	0.000114	0.000118	0.000080	0.000015	0.000070	0.000047	0.000121	0.000037	0.000187	0.000193	0.000037	0.000032	0.000029	0.000046	0.000042	0.000056	0.000018	0.000011	0.000049	0.000060	0.000043	0.000019	0.000009	0.000000	0.000012	0.000019	0.000030	0.000007	0.000010	0.000006	0.000001	0.000002	0.000002	0.000008	0	0.000003	0	0	0	0.000004	0.000003	0.000004	0.000004	0.000002	0	0.000001	0.000001	0	0	0	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89130	0.243365	0.208292	0.294688	0.062129	0.065903	0.034657	0.025999	0.001773	0.029773	0.004999	0.002895	0.004093	0.003946	0.002265	0.003129	0.002076	0.001299	0.000380	0.001012	0.000364	0.000804	0.000122	0.000330	0.000047	0.000046	0.001448	0.000255	0.000146	0.000019	0.000242	0.000303	0.000025	0.000468	0.000119	0.000049	0.000139	0.000048	0.000152	0.000676	0.000049	0.000029	0.000011	0.000129	0.000030	0.000024	0.000034	0.000062	0.000032	0.000067	0.000071	0.000208	0.000217	0.000031	0.000015	0.000006	0.000054	0.000023	0.000043	0.000005	0.000002	0.000065	0.000028	0.000031	0.000009	0.000003	0.000001	0.000073	0.000017	0.000004	0.000008	0.000051	0.000003	0.000003	0.000003	0.000002	0	0.000043	0.000001	0.000000	0.000018	0	0	0.000000	0.000010	0.000001	0.000002	0	0.000001	0	0.000003	0	0.000004	0	0	0	0	0	0	0	0	0
SchirmerM_2016_G89132	0.374771	0.152014	0.212412	0.062104	0.093064	0.032377	0.026484	0.000695	0.012850	0.004067	0.005059	0.005459	0.001653	0.001941	0.003281	0.002279	0.002422	0.000324	0.000906	0.000367	0.000632	0.000349	0.000475	0.000107	0.000088	0.000438	0.000223	0.000171	0.000030	0.000185	0.000217	0.000061	0.000291	0.000306	0.000222	0.000121	0.000058	0.000132	0.000077	0.000033	0.000028	0.000011	0.000066	0.000071	0.000037	0.000015	0.000078	0.000032	0.000044	0.000065	0.000124	0.000282	0.000035	0.000005	0.000028	0.000028	0.000022	0.000052	0.000003	0.000011	0.000051	0.000011	0.000019	0.000005	0.000008	0.000000	0.000026	0.000019	0.000010	0.000007	0.000011	0.000019	0.000001	0.000003	0.000001	0.000001	0.000001	0.000000	0.000000	0.000005	0.000002	0.000004	0.000001	0.000006	0.000006	0.000000	0	0	0.000001	0.000002	0	0	0.000001	0	0	0	0	0	0	0	0
SchirmerM_2016_G89134	0.375427	0.041333	0.368915	0.065299	0.078713	0.008975	0.018944	0.000710	0.004857	0.003895	0.005732	0.005239	0.002117	0.004112	0.002667	0.002284	0.002616	0.000159	0.000494	0.000208	0.000848	0.000230	0.000069	0.000030	0.000004	0.000419	0.001907	0.000248	0.000024	0.000181	0.000236	0.000009	0.000589	0.000086	0.000066	0.000092	0.000043	0.000062	0.000487	0.000028	0.000044	0.000023	0.000173	0.000059	0.000102	0.000004	0.000112	0.000038	0.000058	0.000081	0.000235	0.000190	0.000033	0.000015	0.000012	0.000124	0.000002	0.000028	0.000005	0.000008	0.000113	0.000015	0.000012	0.000013	0.000007	0.000010	0.000005	0.000029	0.000011	0	0.000016	0.000017	0.000002	0.000002	0.000001	0.000001	0.000000	0.000005	0.000004	0.000023	0.000001	0.000002	0	0.000007	0.000003	0.000000	0	0.000002	0	0	0	0	0	0	0.000000	0	0	0	0	0	0
SchirmerM_2016_G89135	0.294813	0.229277	0.238254	0.053065	0.063849	0.058669	0.023220	0.000654	0.011761	0.003472	0.003339	0.004045	0.002727	0.000952	0.002172	0.001240	0.001174	0.000717	0.001227	0.000431	0.000814	0.000109	0.000413	0.000045	0.000032	0.000252	0.000509	0.000195	0.000023	0.000322	0.000211	0.000017	0.000236	0.000086	0.000051	0.000121	0.000046	0.000106	0.000133	0.000042	0.000022	0.000014	0.000014	0.000064	0.000045	0.000086	0.000073	0.000047	0.000030	0.000083	0.000133	0.000117	0.000043	0.000025	0.000024	0.000081	0.000059	0.000032	0.000011	0.000006	0.000022	0.000010	0.000003	0.000005	0.000033	0.000005	0.000010	0.000013	0.000005	0.000001	0.000006	0.000007	0.000001	0.000004	0.000002	0.000005	0	0.000000	0.000000	0.000020	0.000006	0.000001	0.000000	0.000003	0	0.000001	0	0.000001	0.000001	0.000001	0	0.000001	0	0	0	0	0.000000	0	0	0	0
